product_id,snapshot_date,stock_on_hand,stockout
21,2024-08-12,257,0
21,2024-08-19,201,0
21,2024-08-26,-182,0
21,2024-09-02,140,0
21,2024-09-09,86,0
21,2024-09-16,68,0
21,2024-09-23,27,0
21,2024-09-30,218,0
21,2024-10-07,176,0
21,2024-10-14,147,0
21,2024-10-21,126,0
21,2024-10-28,110,0
21,2024-11-04,61,0
21,2024-11-11,239,0
21,2024-11-18,198,0
21,2024-11-25,167,0
21,2024-12-02,148,0
21,2024-12-09,104,0
21,2024-12-16,79,0
21,2024-12-23,50,0
22,2024-01-01,12,0
22,2024-01-08,10,0
22,2024-01-15,8,0
22,2024-01-22,5,0
22,2024-01-29,3,0
22,2024-02-05,0,0
22,2024-02-12,0,1
22,2024-02-19,15,0
22,2024-02-26,12,0
22,2024-03-04,8,0
22,2024-03-11,7,0
22,2024-03-18,6,0
22,2024-03-25,3,0
22,2024-04-01,0,1
22,2024-04-08,0,1
22,2024-04-15,14,0
22,2024-04-22,11,0
22,2024-04-29,9,0
22,2024-05-06,7,0
22,2024-05-13,4,0
22,2024-05-20,2,0
22,2024-05-27,0,1
22,2024-06-03,-1,1
22,2024-06-10,0,1
22,2024-06-17,14,0
22,2024-06-24,13,0
22,2024-07-01,11,0
22,2024-07-08,10,0
22,2024-07-15,7,0
22,2024-07-22,4,0
22,2024-07-29,1,0
22,2024-08-05,0,1
22,2024-08-12,0,1
22,2024-08-19,15,0
22,2024-08-26,13,0
22,2024-09-02,10,0
22,2024-09-09,7,0
22,2024-09-16,4,0
22,2024-09-23,-3,0
22,2024-09-30,0,0
22,2024-10-07,0,1
22,2024-10-14,0,1
22,2024-10-21,0,1
22,2024-10-28,15,0
22,2024-11-04,13,0
22,2024-11-11,12,0
22,2024-11-18,8,0
22,2024-11-25,7,0
22,2024-12-02,4,0
22,2024-12-09,1,0
22,2024-12-16,0,1
22,2024-12-23,0,1
23,2024-01-01,20,0
23,2024-01-08,15,0
23,2024-01-15,11,0
23,2024-01-22,35,0
23,2024-01-29,30,0
23,2024-02-05,25,0
23,2024-02-12,21,0
23,2024-02-19,17,0
23,2024-02-26,14,0
23,2024-03-04,10,0
23,2024-03-11,37,0
23,2024-03-18,31,0
23,2024-03-25,26,0
23,2024-04-01,21,0
23,2024-04-08,17,0
23,2024-04-15,12,0
23,2024-04-22,4,0
23,2024-04-29,30,0
23,2024-05-06,26,0
23,2024-05-13,21,0
23,2024-05-20,20,0
23,2024-05-27,15,0
23,2024-06-03,11,0
23,2024-06-10,38,0
23,2024-06-17,33,0
23,2024-06-24,28,0
23,2024-07-01,26,0
23,2024-07-08,22,0
23,2024-07-15,22,0
23,2024-07-22,17,0
23,2024-07-29,12,0
23,2024-08-05,9,0
23,2024-08-12,34,0
23,2024-08-19,31,0
23,2024-08-26,28,0
23,2024-09-02,23,0
23,2024-09-09,20,0
23,2024-09-16,16,0
23,2024-09-23,12,0
23,2024-09-30,8,0
23,2024-10-07,34,0
23,2024-10-14,31,0
23,2024-10-21,26,0
23,2024-10-28,22,0
23,2024-11-04,17,0
23,2024-11-11,14,0
23,2024-11-18,12,0
23,2024-11-25,6,0
23,2024-12-02,31,0
23,2024-12-09,23,0
23,2024-12-16,20,0
23,2024-12-23,16,0
24,2024-01-01,17,0
24,2024-01-08,12,0
24,2024-01-15,9,0
24,2024-01-22,31,0
24,2024-01-29,26,0
24,2024-02-05,23,0
24,2024-02-12,18,0
24,2024-02-19,14,0
24,2024-02-26,11,0
24,2024-03-04,8,0
24,2024-03-11,29,0
24,2024-03-18,26,0
24,2024-03-25,21,0
24,2024-04-01,18,0
24,2024-04-08,14,0
24,2024-04-15,12,0
24,2024-04-22,10,0
24,2024-04-29,7,0
24,2024-05-06,30,0
24,2024-05-13,24,0
24,2024-05-20,22,0
24,2024-05-27,19,0
24,2024-06-03,14,0
24,2024-06-10,12,0
24,2024-06-17,11,0
24,2024-06-24,8,0
24,2024-07-01,30,0
24,2024-07-08,29,0
24,2024-07-15,25,0
24,2024-07-22,21,0
24,2024-07-29,16,0
24,2024-08-05,14,0
24,2024-08-12,12,0
24,2024-08-19,9,0
24,2024-08-26,30,0
24,2024-09-02,25,0
24,2024-09-09,20,0
24,2024-09-16,15,0
24,2024-09-23,11,0
24,2024-09-30,7,0
24,2024-10-07,4,0
24,2024-10-14,0,0
24,2024-10-21,22,0
24,2024-10-28,18,0
24,2024-11-04,14,0
24,2024-11-11,8,0
24,2024-11-18,5,0
24,2024-11-25,25,0
24,2024-12-02,21,0
24,2024-12-09,18,0
24,2024-12-16,15,0
24,2024-12-23,10,0
25,2024-01-01,26,0
25,2024-01-08,23,0
25,2024-01-15,16,0
25,2024-01-22,8,0
25,2024-01-29,39,0
25,2024-02-05,34,0
25,2024-02-12,28,0
25,2024-02-19,24,0
25,2024-02-26,20,0
25,2024-03-04,13,0
25,2024-03-11,42,0
25,2024-03-18,34,0
25,2024-03-25,31,0
25,2024-04-01,26,0
25,2024-04-08,20,0
25,2024-04-15,16,0
25,2024-04-22,9,0
25,2024-04-29,37,0
25,2024-05-06,33,0
25,2024-05-13,27,0
25,2024-05-20,19,0
25,2024-05-27,10,0
25,2024-06-03,39,0
25,2024-06-10,32,0
25,2024-06-17,28,0
25,2024-06-24,22,0
25,2024-07-01,15,0
25,2024-07-08,10,0
25,2024-07-15,42,0
25,2024-07-22,39,0
25,2024-07-29,37,0
25,2024-08-05,35,0
25,2024-08-12,28,0
25,2024-08-19,22,0
25,2024-08-26,17,0
25,2024-09-02,12,0
25,2024-09-09,6,0
25,2024-09-16,37,0
25,2024-09-23,34,0
25,2024-09-30,27,0
25,2024-10-07,21,0
25,2024-10-14,15,0
25,2024-10-21,8,0
25,2024-10-28,40,0
25,2024-11-04,32,0
25,2024-11-11,27,0
25,2024-11-18,20,0
25,2024-11-25,13,0
25,2024-12-02,9,0
25,2024-12-09,3,0
25,2024-12-16,33,0
25,2024-12-23,27,0
26,2024-01-01,44,0
26,2024-01-08,34,0
26,2024-01-15,21,0
26,2024-01-22,9,0
26,2024-01-29,64,0
26,2024-02-05,58,0
26,2024-02-12,46,0
26,2024-02-19,33,0
26,2024-02-26,15,0
26,2024-03-04,1,0
26,2024-03-11,63,0
26,2024-03-18,52,0
26,2024-03-25,36,0
26,2024-04-01,23,0
26,2024-04-08,11,0
26,2024-04-15,64,0
26,2024-04-22,56,0
26,2024-04-29,44,0
26,2024-05-06,34,0
26,2024-05-13,24,0
26,2024-05-20,11,0
26,2024-05-27,70,0
26,2024-06-03,55,0
26,2024-06-10,46,0
26,2024-06-17,35,0
26,2024-06-24,29,0
26,2024-07-01,16,0
26,2024-07-08,1,0
26,2024-07-15,58,0
26,2024-07-22,51,0
26,2024-07-29,40,0
26,2024-08-05,25,0
26,2024-08-12,19,0
26,2024-08-19,12,0
26,2024-08-26,69,0
26,2024-09-02,61,0
26,2024-09-09,53,0
26,2024-09-16,49,0
26,2024-09-23,37,0
26,2024-09-30,25,0
26,2024-10-07,20,0
26,2024-10-14,5,0
26,2024-10-21,0,1
26,2024-10-28,58,0
26,2024-11-04,44,0
26,2024-11-11,35,0
26,2024-11-18,24,0
26,2024-11-25,16,0
26,2024-12-02,64,0
26,2024-12-09,54,0
26,2024-12-16,43,0
26,2024-12-23,35,0
27,2024-01-01,83,0
27,2024-01-08,46,0
27,2024-01-15,11,0
27,2024-01-22,0,1
27,2024-01-29,0,1
27,2024-02-05,0,1
27,2024-02-12,0,1
27,2024-02-19,111,0
27,2024-02-26,79,0
27,2024-03-04,60,0
27,2024-03-11,-31,0
27,2024-03-18,2,0
27,2024-03-25,0,1
27,2024-04-01,0,1
27,2024-04-08,0,1
27,2024-04-15,0,1
27,2024-04-22,127,0
27,2024-04-29,104,0
27,2024-05-06,77,0
27,2024-05-13,63,0
27,2024-05-20,38,0
27,2024-05-27,10,0
27,2024-06-03,0,1
27,2024-06-10,0,1
27,2024-06-17,123,0
27,2024-06-24,98,0
27,2024-07-01,66,0
27,2024-07-08,45,0
27,2024-07-15,13,0
27,2024-07-22,3,0
27,2024-07-29,0,1
27,2024-08-05,0,1
27,2024-08-12,131,0
27,2024-08-19,116,0
27,2024-08-26,96,0
27,2024-09-02,67,0
27,2024-09-09,57,0
27,2024-09-16,32,0
27,2024-09-23,1,0
27,2024-09-30,0,1
27,2024-10-07,0,1
27,2024-10-14,118,0
27,2024-10-21,96,0
27,2024-10-28,62,0
27,2024-11-04,47,0
27,2024-11-11,24,0
27,2024-11-18,0,1
27,2024-11-25,0,1
27,2024-12-02,0,1
27,2024-12-09,122,0
27,2024-12-16,92,0
27,2024-12-23,63,0
28,2024-01-01,253,0
28,2024-01-08,210,0
28,2024-01-15,138,0
28,2024-01-22,475,0
28,2024-01-29,404,0
28,2024-02-05,337,0
28,2024-02-12,292,0
28,2024-02-19,245,0
28,2024-02-26,174,0
28,2024-03-04,114,0
28,2024-03-11,456,0
28,2024-03-18,409,0
28,2024-03-25,350,0
28,2024-04-01,255,0
28,2024-04-08,201,0
28,2024-04-15,137,0
28,2024-04-22,461,0
28,2024-04-29,419,0
28,2024-05-06,389,0
28,2024-05-13,345,0
28,2024-05-20,276,0
28,2024-05-27,210,0
28,2024-06-03,132,0
28,2024-06-10,456,0
28,2024-06-17,394,0
28,2024-06-24,341,0
28,2024-07-01,259,0
28,2024-07-08,212,0
28,2024-07-15,169,0
28,2024-07-22,93,0
28,2024-07-29,444,0
28,2024-08-05,332,0
28,2024-08-12,266,0
28,2024-08-19,195,0
28,2024-08-26,146,0
28,2024-09-02,478,0
28,2024-09-09,422,0
28,2024-09-16,368,0
28,2024-09-23,291,0
28,2024-09-30,235,0
28,2024-10-07,151,0
28,2024-10-14,425,0
28,2024-10-21,366,0
28,2024-10-28,299,0
28,2024-11-04,227,0
28,2024-11-11,127,0
28,2024-11-18,454,0
28,2024-11-25,406,0
28,2024-12-02,366,0
28,2024-12-09,303,0
28,2024-12-16,247,0
28,2024-12-23,143,0
29,2024-01-01,10,0
29,2024-01-08,8,0
29,2024-01-15,6,0
29,2024-01-22,3,0
29,2024-01-29,0,1
29,2024-02-05,0,1
29,2024-02-12,16,0
29,2024-02-19,14,0
29,2024-02-26,12,0
29,2024-03-04,9,0
29,2024-03-11,7,0
29,2024-03-18,5,0
29,2024-03-25,1,0
29,2024-04-01,0,1
29,2024-04-08,0,1
29,2024-04-15,15,0
29,2024-04-22,13,0
29,2024-04-29,10,0
29,2024-05-06,7,0
29,2024-05-13,5,0
29,2024-05-20,3,0
29,2024-05-27,1,0
29,2024-06-03,0,1
29,2024-06-10,15,0
29,2024-06-17,13,0
29,2024-06-24,11,0
29,2024-07-01,8,0
29,2024-07-08,5,0
29,2024-07-15,1,0
29,2024-07-22,0,1
29,2024-07-29,0,1
29,2024-08-05,15,0
29,2024-08-12,12,0
29,2024-08-19,8,0
29,2024-08-26,4,0
29,2024-09-02,1,0
29,2024-09-09,0,1
29,2024-09-16,0,1
29,2024-09-23,0,1
29,2024-09-30,15,0
29,2024-10-07,12,0
29,2024-10-14,9,0
29,2024-10-21,6,0
29,2024-10-28,4,0
29,2024-11-04,2,0
29,2024-11-11,0,1
29,2024-11-18,16,0
29,2024-11-25,14,0
29,2024-12-02,11,0
29,2024-12-09,8,0
29,2024-12-16,6,0
29,2024-12-23,5,0
30,2024-01-01,105,0
30,2024-01-08,79,0
30,2024-01-15,53,0
30,2024-01-22,177,0
30,2024-01-29,149,0
30,2024-02-05,124,0
30,2024-02-12,98,0
30,2024-02-19,74,0
30,2024-02-26,41,0
30,2024-03-04,156,0
30,2024-03-11,140,0
30,2024-03-18,117,0
30,2024-03-25,92,0
30,2024-04-01,70,0
30,2024-04-08,32,0
30,2024-04-15,156,0
30,2024-04-22,138,0
30,2024-04-29,109,0
30,2024-05-06,82,0
30,2024-05-13,55,0
30,2024-05-20,167,0
30,2024-05-27,140,0
30,2024-06-03,118,0
30,2024-06-10,108,0
30,2024-06-17,85,0
30,2024-06-24,51,0
30,2024-07-01,177,0
30,2024-07-08,169,0
30,2024-07-15,148,0
30,2024-07-22,116,0
30,2024-07-29,87,0
30,2024-08-05,69,0
30,2024-08-12,49,0
30,2024-08-19,178,0
30,2024-08-26,158,0
30,2024-09-02,149,0
30,2024-09-09,119,0
30,2024-09-16,85,0
30,2024-09-23,72,0
30,2024-09-30,38,0
30,2024-10-07,164,0
30,2024-10-14,130,0
30,2024-10-21,105,0
30,2024-10-28,79,0
30,2024-11-04,52,0
30,2024-11-11,183,0
30,2024-11-18,150,0
30,2024-11-25,134,0
30,2024-12-02,113,0
30,2024-12-09,85,0
30,2024-12-16,64,0
30,2024-12-23,34,0
31,2024-01-01,68,0
31,2024-01-08,44,0
31,2024-01-15,37,0
31,2024-01-22,-19,0
31,2024-01-29,0,1
31,2024-02-05,103,0
31,2024-02-12,80,0
31,2024-02-19,58,0
31,2024-02-26,46,0
31,2024-03-04,23,0
31,2024-03-11,3,0
31,2024-03-18,0,1
31,2024-03-25,101,0
31,2024-04-01,82,0
31,2024-04-08,73,0
31,2024-04-15,67,0
31,2024-04-22,48,0
31,2024-04-29,23,0
31,2024-05-06,3,0
31,2024-05-13,0,1
31,2024-05-20,0,1
31,2024-05-27,101,0
31,2024-06-03,84,0
31,2024-06-10,63,0
31,2024-06-17,47,0
31,2024-06-24,24,0
31,2024-07-01,4,0
31,2024-07-08,0,1
31,2024-07-15,0,1
31,2024-07-22,99,0
31,2024-07-29,77,0
31,2024-08-05,61,0
31,2024-08-12,41,0
31,2024-08-19,26,0
31,2024-08-26,13,0
31,2024-09-02,0,1
31,2024-09-09,106,0
31,2024-09-16,89,0
31,2024-09-23,80,0
31,2024-09-30,57,0
31,2024-10-07,33,0
31,2024-10-14,19,0
31,2024-10-21,0,1
31,2024-10-28,0,1
31,2024-11-04,90,0
31,2024-11-11,70,0
31,2024-11-18,47,0
31,2024-11-25,32,0
31,2024-12-02,13,0
31,2024-12-09,0,1
31,2024-12-16,0,1
31,2024-12-23,0,1
32,2024-01-01,3,0
32,2024-01-08,2,0
32,2024-01-15,1,0
32,2024-01-22,-7,0
32,2024-01-29,5,0
32,2024-02-05,4,0
32,2024-02-12,4,0
32,2024-02-19,4,0
32,2024-02-26,3,0
32,2024-03-04,3,0
32,2024-03-11,2,0
32,2024-03-18,1,0
32,2024-03-25,6,0
32,2024-04-01,6,0
32,2024-04-08,5,0
32,2024-04-15,4,0
32,2024-04-22,4,0
32,2024-04-29,3,0
32,2024-05-06,3,0
32,2024-05-13,2,0
32,2024-05-20,2,0
32,2024-05-27,2,0
32,2024-06-03,1,0
32,2024-06-10,0,0
32,2024-06-17,0,1
32,2024-06-24,5,0
32,2024-07-01,4,0
32,2024-07-08,3,0
32,2024-07-15,3,0
32,2024-07-22,3,0
32,2024-07-29,3,0
32,2024-08-05,3,0
32,2024-08-12,3,0
32,2024-08-19,3,0
32,2024-08-26,2,0
32,2024-09-02,2,0
32,2024-09-09,2,0
32,2024-09-16,2,0
32,2024-09-23,2,0
32,2024-09-30,1,0
32,2024-10-07,6,0
32,2024-10-14,6,0
32,2024-10-21,5,0
32,2024-10-28,4,0
32,2024-11-04,3,0
32,2024-11-11,3,0
32,2024-11-18,3,0
32,2024-11-25,3,0
32,2024-12-02,3,0
32,2024-12-09,2,0
32,2024-12-16,1,0
32,2024-12-23,1,0
33,2024-01-01,4,0
33,2024-01-08,3,0
33,2024-01-15,3,0
33,2024-01-22,3,0
33,2024-01-29,3,0
33,2024-02-05,3,0
33,2024-02-12,2,0
33,2024-02-19,2,0
33,2024-02-26,1,0
33,2024-03-04,6,0
33,2024-03-11,5,0
33,2024-03-18,5,0
33,2024-03-25,4,0
33,2024-04-01,4,0
33,2024-04-08,4,0
33,2024-04-15,3,0
33,2024-04-22,3,0
33,2024-04-29,3,0
33,2024-05-06,3,0
33,2024-05-13,3,0
33,2024-05-20,2,0
33,2024-05-27,2,0
33,2024-06-03,1,0
33,2024-06-10,1,0
33,2024-06-17,6,0
33,2024-06-24,5,0
33,2024-07-01,4,0
33,2024-07-08,4,0
33,2024-07-15,3,0
33,2024-07-22,2,0
33,2024-07-29,1,0
33,2024-08-05,6,0
33,2024-08-12,5,0
33,2024-08-19,5,0
33,2024-08-26,5,0
33,2024-09-02,5,0
33,2024-09-09,4,0
33,2024-09-16,4,0
33,2024-09-23,4,0
33,2024-09-30,3,0
33,2024-10-07,2,0
33,2024-10-14,1,0
33,2024-10-21,6,0
33,2024-10-28,5,0
33,2024-11-04,4,0
33,2024-11-11,4,0
33,2024-11-18,4,0
33,2024-11-25,4,0
33,2024-12-02,4,0
33,2024-12-09,3,0
33,2024-12-16,2,0
33,2024-12-23,1,0
34,2024-01-01,64,0
34,2024-01-08,53,0
34,2024-01-15,47,0
34,2024-01-22,29,0
34,2024-01-29,9,0
34,2024-02-05,0,1
34,2024-02-12,0,1
34,2024-02-19,64,0
34,2024-02-26,52,0
34,2024-03-04,44,0
34,2024-03-11,35,0
34,2024-03-18,23,0
34,2024-03-25,9,0
34,2024-04-01,0,1
34,2024-04-08,0,1
34,2024-04-15,65,0
34,2024-04-22,52,0
34,2024-04-29,41,0
34,2024-05-06,23,0
34,2024-05-13,14,0
34,2024-05-20,7,0
34,2024-05-27,0,1
34,2024-06-03,0,1
34,2024-06-10,0,1
34,2024-06-17,71,0
34,2024-06-24,62,0
34,2024-07-01,48,0
34,2024-07-08,36,0
34,2024-07-15,23,0
34,2024-07-22,8,0
34,2024-07-29,0,1
34,2024-08-05,0,1
34,2024-08-12,78,0
34,2024-08-19,66,0
34,2024-08-26,53,0
34,2024-09-02,39,0
34,2024-09-09,24,0
34,2024-09-16,7,0
34,2024-09-23,0,0
34,2024-09-30,0,1
34,2024-10-07,68,0
34,2024-10-14,63,0
34,2024-10-21,49,0
34,2024-10-28,40,0
34,2024-11-04,20,0
34,2024-11-11,5,0
34,2024-11-18,0,1
34,2024-11-25,0,1
34,2024-12-02,75,0
34,2024-12-09,65,0
34,2024-12-16,57,0
34,2024-12-23,47,0
35,2024-01-01,3,0
35,2024-01-08,2,0
35,2024-01-15,1,0
35,2024-01-22,1,0
35,2024-01-29,1,0
35,2024-02-05,7,0
35,2024-02-12,7,0
35,2024-02-19,6,0
35,2024-02-26,5,0
35,2024-03-04,4,0
35,2024-03-11,3,0
35,2024-03-18,2,0
35,2024-03-25,2,0
35,2024-04-01,2,0
35,2024-04-08,2,0
35,2024-04-15,2,0
35,2024-04-22,2,0
35,2024-04-29,1,0
35,2024-05-06,0,0
35,2024-05-13,0,1
35,2024-05-20,0,0
35,2024-05-27,5,0
35,2024-06-03,5,0
35,2024-06-10,4,0
35,2024-06-17,4,0
35,2024-06-24,4,0
35,2024-07-01,4,0
35,2024-07-08,3,0
35,2024-07-15,2,0
35,2024-07-22,1,0
35,2024-07-29,1,0
35,2024-08-05,1,0
35,2024-08-12,0,0
35,2024-08-19,6,0
35,2024-08-26,5,0
35,2024-09-02,5,0
35,2024-09-09,4,0
35,2024-09-16,4,0
35,2024-09-23,3,0
35,2024-09-30,3,0
35,2024-10-07,2,0
35,2024-10-14,1,0
35,2024-10-21,0,0
35,2024-10-28,0,0
35,2024-11-04,0,0
35,2024-11-11,5,0
35,2024-11-18,4,0
35,2024-11-25,3,0
35,2024-12-02,2,0
35,2024-12-09,2,0
35,2024-12-16,1,0
35,2024-12-23,0,0
36,2024-01-01,20,0
36,2024-01-08,17,0
36,2024-01-15,11,0
36,2024-01-22,37,0
36,2024-01-29,34,0
36,2024-02-05,31,0
36,2024-02-12,27,0
36,2024-02-19,21,0
36,2024-02-26,16,0
36,2024-03-04,10,0
36,2024-03-11,35,0
36,2024-03-18,31,0
36,2024-03-25,25,0
36,2024-04-01,19,0
36,2024-04-08,14,0
36,2024-04-15,9,0
36,2024-04-22,36,0
36,2024-04-29,31,0
36,2024-05-06,28,0
36,2024-05-13,24,0
36,2024-05-20,-23,0
36,2024-05-27,20,0
36,2024-06-03,16,0
36,2024-06-10,12,0
36,2024-06-17,7,0
36,2024-06-24,33,0
36,2024-07-01,28,0
36,2024-07-08,23,0
36,2024-07-15,19,0
36,2024-07-22,15,0
36,2024-07-29,8,0
36,2024-08-05,33,0
36,2024-08-12,29,0
36,2024-08-19,24,0
36,2024-08-26,20,0
36,2024-09-02,17,0
36,2024-09-09,14,0
36,2024-09-16,11,0
36,2024-09-23,5,0
36,2024-09-30,1,0
36,2024-10-07,27,0
36,2024-10-14,21,0
36,2024-10-21,17,0
36,2024-10-28,12,0
36,2024-11-04,10,0
36,2024-11-11,36,0
36,2024-11-18,31,0
36,2024-11-25,26,0
36,2024-12-02,24,0
36,2024-12-09,18,0
36,2024-12-16,15,0
36,2024-12-23,10,0
37,2024-01-01,59,0
37,2024-01-08,40,0
37,2024-01-15,16,0
37,2024-01-22,7,0
37,2024-01-29,85,0
37,2024-02-05,70,0
37,2024-02-12,60,0
37,2024-02-19,42,0
37,2024-02-26,24,0
37,2024-03-04,7,0
37,2024-03-11,-82,0
37,2024-03-18,60,0
37,2024-03-25,51,0
37,2024-04-01,36,0
37,2024-04-08,25,0
37,2024-04-15,6,0
37,2024-04-22,90,0
37,2024-04-29,76,0
37,2024-05-06,60,0
37,2024-05-13,50,0
37,2024-05-20,38,0
37,2024-05-27,23,0
37,2024-06-03,4,0
37,2024-06-10,84,0
37,2024-06-17,73,0
37,2024-06-24,53,0
37,2024-07-01,40,0
37,2024-07-08,29,0
37,2024-07-15,11,0
37,2024-07-22,89,0
37,2024-07-29,70,0
37,2024-08-05,58,0
37,2024-08-12,44,0
37,2024-08-19,25,0
37,2024-08-26,12,0
37,2024-09-02,84,0
37,2024-09-09,70,0
37,2024-09-16,47,0
37,2024-09-23,25,0
37,2024-09-30,16,0
37,2024-10-07,0,1
37,2024-10-14,79,0
37,2024-10-21,64,0
37,2024-10-28,49,0
37,2024-11-04,39,0
37,2024-11-11,20,0
37,2024-11-18,5,0
37,2024-11-25,82,0
37,2024-12-02,69,0
37,2024-12-09,54,0
37,2024-12-16,38,0
37,2024-12-23,24,0
38,2024-01-01,43,0
38,2024-01-08,34,0
38,2024-01-15,29,0
38,2024-01-22,21,0
38,2024-01-29,16,0
38,2024-02-05,11,0
38,2024-02-12,0,1
38,2024-02-19,46,0
38,2024-02-26,39,0
38,2024-03-04,29,0
38,2024-03-11,22,0
38,2024-03-18,8,0
38,2024-03-25,0,0
38,2024-04-01,0,1
38,2024-04-08,0,1
38,2024-04-15,0,1
38,2024-04-22,0,1
38,2024-04-29,47,0
38,2024-05-06,35,0
38,2024-05-13,24,0
38,2024-05-20,13,0
38,2024-05-27,8,0
38,2024-06-03,0,1
38,2024-06-10,0,1
38,2024-06-17,45,0
38,2024-06-24,37,0
38,2024-07-01,31,0
38,2024-07-08,26,0
38,2024-07-15,-23,0
38,2024-07-22,13,0
38,2024-07-29,9,0
38,2024-08-05,4,0
38,2024-08-12,0,1
38,2024-08-19,53,0
38,2024-08-26,42,0
38,2024-09-02,40,0
38,2024-09-09,32,0
38,2024-09-16,23,0
38,2024-09-23,13,0
38,2024-09-30,5,0
38,2024-10-07,0,1
38,2024-10-14,0,1
38,2024-10-21,43,0
38,2024-10-28,36,0
38,2024-11-04,27,0
38,2024-11-11,14,0
38,2024-11-18,6,0
38,2024-11-25,0,1
38,2024-12-02,0,1
38,2024-12-09,0,1
38,2024-12-16,51,0
38,2024-12-23,42,0
39,2024-01-01,67,0
39,2024-01-08,57,0
39,2024-01-15,36,0
39,2024-01-22,123,0
39,2024-01-29,118,0
39,2024-02-05,106,0
39,2024-02-12,91,0
39,2024-02-19,74,0
39,2024-02-26,61,0
39,2024-03-04,48,0
39,2024-03-11,21,0
39,2024-03-18,4,0
39,2024-03-25,98,0
39,2024-04-01,81,0
39,2024-04-08,61,0
39,2024-04-15,43,0
39,2024-04-22,27,0
39,2024-04-29,121,0
39,2024-05-06,107,0
39,2024-05-13,93,0
39,2024-05-20,74,0
39,2024-05-27,62,0
39,2024-06-03,42,0
39,2024-06-10,17,0
39,2024-06-17,106,0
39,2024-06-24,90,0
39,2024-07-01,80,0
39,2024-07-08,54,0
39,2024-07-15,43,0
39,2024-07-22,129,0
39,2024-07-29,108,0
39,2024-08-05,92,0
39,2024-08-12,76,0
39,2024-08-19,68,0
39,2024-08-26,49,0
39,2024-09-02,28,0
39,2024-09-09,124,0
39,2024-09-16,107,0
39,2024-09-23,89,0
39,2024-09-30,68,0
39,2024-10-07,50,0
39,2024-10-14,41,0
39,2024-10-21,134,0
39,2024-10-28,115,0
39,2024-11-04,93,0
39,2024-11-11,79,0
39,2024-11-18,-51,0
39,2024-11-25,43,0
39,2024-12-02,29,0
39,2024-12-09,120,0
39,2024-12-16,104,0
39,2024-12-23,93,0
40,2024-01-01,47,0
40,2024-01-08,34,0
40,2024-01-15,22,0
40,2024-01-22,9,0
40,2024-01-29,0,1
40,2024-02-05,0,1
40,2024-02-12,63,0
40,2024-02-19,51,0
40,2024-02-26,39,0
40,2024-03-04,27,0
40,2024-03-11,14,0
40,2024-03-18,5,0
40,2024-03-25,0,1
40,2024-04-01,0,1
40,2024-04-08,0,1
40,2024-04-15,65,0
40,2024-04-22,57,0
40,2024-04-29,43,0
40,2024-05-06,26,0
40,2024-05-13,10,0
40,2024-05-20,0,1
40,2024-05-27,0,1
40,2024-06-03,61,0
40,2024-06-10,44,0
40,2024-06-17,30,0
40,2024-06-24,19,0
40,2024-07-01,5,0
40,2024-07-08,0,1
40,2024-07-15,0,1
40,2024-07-22,64,0
40,2024-07-29,51,0
40,2024-08-05,37,0
40,2024-08-12,26,0
40,2024-08-19,18,0
40,2024-08-26,7,0
40,2024-09-02,0,1
40,2024-09-09,63,0
40,2024-09-16,50,0
40,2024-09-23,41,0
40,2024-09-30,35,0
40,2024-10-07,28,0
40,2024-10-14,22,0
40,2024-10-21,10,0
40,2024-10-28,0,1
40,2024-11-04,60,0
40,2024-11-11,46,0
40,2024-11-18,30,0
40,2024-11-25,21,0
40,2024-12-02,8,0
40,2024-12-09,2,0
40,2024-12-16,0,1
40,2024-12-23,65,0
41,2024-01-01,43,0
41,2024-01-08,35,0
41,2024-01-15,30,0
41,2024-01-22,20,0
41,2024-01-29,70,0
41,2024-02-05,61,0
41,2024-02-12,56,0
41,2024-02-19,41,0
41,2024-02-26,30,0
41,2024-03-04,13,0
41,2024-03-11,66,0
41,2024-03-18,54,0
41,2024-03-25,42,0
41,2024-04-01,33,0
41,2024-04-08,19,0
41,2024-04-15,71,0
41,2024-04-22,63,0
41,2024-04-29,63,0
41,2024-05-06,52,0
41,2024-05-13,46,0
41,2024-05-20,38,0
41,2024-05-27,32,0
41,2024-06-03,24,0
41,2024-06-10,-74,0
41,2024-06-17,63,0
41,2024-06-24,51,0
41,2024-07-01,38,0
41,2024-07-08,30,0
41,2024-07-15,22,0
41,2024-07-22,70,0
41,2024-07-29,57,0
41,2024-08-05,45,0
41,2024-08-12,-39,0
41,2024-08-19,27,0
41,2024-08-26,17,0
41,2024-09-02,-65,0
41,2024-09-09,56,0
41,2024-09-16,51,0
41,2024-09-23,39,0
41,2024-09-30,37,0
41,2024-10-07,30,0
41,2024-10-14,24,0
41,2024-10-21,18,0
41,2024-10-28,11,0
41,2024-11-04,58,0
41,2024-11-11,46,0
41,2024-11-18,37,0
41,2024-11-25,24,0
41,2024-12-02,78,0
41,2024-12-09,72,0
41,2024-12-16,60,0
41,2024-12-23,49,0
42,2024-01-01,34,0
42,2024-01-08,29,0
42,2024-01-15,18,0
42,2024-01-22,15,0
42,2024-01-29,57,0
42,2024-02-05,49,0
42,2024-02-12,37,0
42,2024-02-19,29,0
42,2024-02-26,20,0
42,2024-03-04,14,0
42,2024-03-11,53,0
42,2024-03-18,45,0
42,2024-03-25,41,0
42,2024-04-01,32,0
