log_id,line_id,production_date,planned_minutes,downtime_minutes,downtime_reason,units_produced,units_defective
529,2,2024-06-11,480,10,Changeover,1354,94
530,2,2024-06-12,480,90,Changeover,990,34
531,2,2024-06-13,480,24,Operator Break,1277,57
532,2,2024-06-14,480,1,Material Shortage,1204,98
533,2,2024-06-15,480,4,Operator Break,1262,53
534,2,2024-06-16,480,8,Operator Break,1182,70
535,2,2024-06-17,480,1,Planned Maintenance,1403,60
536,2,2024-06-18,480,14,Planned Maintenance,1386,93
537,2,2024-06-19,480,14,Mechanical Failure,1236,60
538,2,2024-06-20,480,21,Mechanical Failure,1396,94
539,2,2024-06-21,480,15,Planned Maintenance,1343,75
540,2,2024-06-22,480,1,Operator Break,1336,113
541,2,2024-06-23,480,3,Material Shortage,1366,55
542,2,2024-06-24,480,14,Changeover,1174,65
543,2,2024-06-25,480,26,Planned Maintenance,1210,82
544,2,2024-06-26,480,30,Mechanical Failure,1351,58
545,2,2024-06-27,480,9,Mechanical Failure,1202,104
546,2,2024-06-28,480,50,Changeover,1194,93
547,2,2024-06-29,480,14,Planned Maintenance,1317,45
548,2,2024-06-30,480,26,Planned Maintenance,1152,89
549,2,2024-07-01,480,29,Planned Maintenance,1297,40
550,2,2024-07-02,480,6,Material Shortage,1240,62
551,2,2024-07-03,480,1,Planned Maintenance,1441,88
552,2,2024-07-04,480,6,Material Shortage,1277,70
553,2,2024-07-05,480,17,Unspecified,1279,106
554,2,2024-07-06,480,13,Planned Maintenance,1419,112
555,2,2024-07-07,480,4,Operator Break,1430,51
556,2,2024-07-08,480,32,Material Shortage,1203,96
557,2,2024-07-09,480,38,Planned Maintenance,1296,97
558,2,2024-07-10,480,6,Mechanical Failure,1190,62
559,2,2024-07-11,480,3,Operator Break,1368,67
560,2,2024-07-12,480,71,Changeover,1160,89
561,2,2024-07-13,480,2,Planned Maintenance,1417,117
562,2,2024-07-14,480,12,Unspecified,1318,97
563,2,2024-07-15,480,3,Operator Break,1314,69
564,2,2024-07-16,480,3,Unspecified,1277,42
565,2,2024-07-17,480,0,Unspecified,1220,104
566,2,2024-07-18,480,15,Operator Break,1406,76
567,2,2024-07-19,480,7,Planned Maintenance,1304,71
568,2,2024-07-20,480,2,Changeover,1355,56
569,2,2024-07-21,480,18,Material Shortage,1313,50
570,2,2024-07-22,480,1,Material Shortage,1397,78
571,2,2024-07-23,480,1,Mechanical Failure,1457,47
572,2,2024-07-24,480,22,Changeover,1390,60
573,2,2024-07-25,480,2,Changeover,1211,56
574,2,2024-07-26,480,2,Planned Maintenance,1370,45
575,2,2024-07-27,480,13,Changeover,1421,109
576,2,2024-07-28,480,18,Operator Break,1220,80
577,2,2024-07-29,480,14,Material Shortage,1263,46
578,2,2024-07-30,480,41,Unspecified,1196,48
579,2,2024-07-31,480,8,Planned Maintenance,1276,99
580,2,2024-08-01,480,25,Operator Break,1324,39
581,2,2024-08-02,480,10,Material Shortage,1289,39
582,2,2024-08-03,480,5,Changeover,1380,51
583,2,2024-08-04,480,14,Planned Maintenance,1206,36
584,2,2024-08-05,480,5,Operator Break,1439,109
585,2,2024-08-06,480,61,Changeover,1151,41
586,2,2024-08-07,480,15,Mechanical Failure,1268,99
587,2,2024-08-08,480,1,Operator Break,1316,50
588,2,2024-08-09,480,7,Mechanical Failure,1368,78
589,2,2024-08-10,480,9,Mechanical Failure,1268,71
590,2,2024-08-11,480,29,Changeover,1345,114
591,2,2024-08-12,480,29,Changeover,1194,82
592,2,2024-08-13,480,11,Operator Break,1225,96
593,2,2024-08-14,480,0,Unspecified,1434,80
594,2,2024-08-15,480,19,Material Shortage,1312,106
595,2,2024-08-16,480,19,Changeover,1300,43
596,2,2024-08-17,480,13,Mechanical Failure,1191,86
597,2,2024-08-18,480,13,Mechanical Failure,1335,42
598,2,2024-08-19,480,1,Mechanical Failure,1379,46
599,2,2024-08-20,480,1,Changeover,1184,100
600,2,2024-08-21,480,25,Planned Maintenance,1214,56
601,2,2024-08-22,480,8,Unspecified,1375,93
602,2,2024-08-23,480,3,Planned Maintenance,1223,42
603,2,2024-08-24,480,20,Operator Break,1337,59
604,2,2024-08-25,480,0,Unspecified,1206,103
605,2,2024-08-26,480,6,Planned Maintenance,1379,90
606,2,2024-08-27,480,9,Planned Maintenance,1217,44
607,2,2024-08-28,480,18,Material Shortage,1346,90
608,2,2024-08-29,480,14,Operator Break,1160,99
609,2,2024-08-30,480,30,Unspecified,1185,102
610,2,2024-08-31,480,17,Mechanical Failure,1297,94
611,2,2024-09-01,480,31,Planned Maintenance,1277,46
612,2,2024-09-02,480,7,Material Shortage,1420,60
613,2,2024-09-03,480,8,Changeover,1281,70
614,2,2024-09-04,480,18,Operator Break,1391,60
615,2,2024-09-05,480,2,Unspecified,1233,99
616,2,2024-09-06,480,19,Operator Break,1212,93
617,2,2024-09-07,480,37,Mechanical Failure,1309,108
618,2,2024-09-08,480,5,Changeover,1378,77
619,2,2024-09-09,480,35,Material Shortage,1284,1284
620,2,2024-09-10,480,20,Material Shortage,1181,72
621,2,2024-09-11,480,79,Operator Break,1206,38
622,2,2024-09-12,480,3,Operator Break,1212,86
623,2,2024-09-13,480,32,Planned Maintenance,1159,68
624,2,2024-09-14,480,35,Changeover,1286,78
625,2,2024-09-15,480,17,Material Shortage,1277,59
626,2,2024-09-16,480,15,Planned Maintenance,1332,106
627,2,2024-09-17,480,19,Changeover,1339,51
628,2,2024-09-18,480,11,Material Shortage,1158,50
629,2,2024-09-19,480,24,Mechanical Failure,1386,48
630,2,2024-09-20,480,9,Planned Maintenance,1379,56
631,2,2024-09-21,480,15,Mechanical Failure,1343,87
632,2,2024-09-22,480,3,Operator Break,1274,95
633,2,2024-09-23,480,15,Changeover,1147,84
634,2,2024-09-24,480,0,Unspecified,1390,57
635,2,2024-09-25,480,60,Changeover,1124,54
636,2,2024-09-26,480,3,Mechanical Failure,1260,101
637,2,2024-09-27,480,107,Operator Break,999,55
638,2,2024-09-28,480,24,Planned Maintenance,1358,86
639,2,2024-09-29,480,9,Operator Break,1273,88
640,2,2024-09-30,480,0,Unspecified,1355,67
641,2,2024-10-01,480,30,Mechanical Failure,1133,72
642,2,2024-10-02,480,12,Material Shortage,1327,43
643,2,2024-10-03,480,16,Mechanical Failure,1294,80
644,2,2024-10-04,480,17,Operator Break,1322,100
645,2,2024-10-05,480,6,Operator Break,1395,81
646,2,2024-10-06,480,1,Planned Maintenance,1197,58
647,2,2024-10-07,480,29,Planned Maintenance,1296,97
648,2,2024-10-08,480,13,Operator Break,1270,48
649,2,2024-10-09,480,7,Planned Maintenance,1285,44
650,2,2024-10-10,480,4,Mechanical Failure,1338,96
651,2,2024-10-11,480,122,Mechanical Failure,1076,71
652,2,2024-10-12,480,10,Planned Maintenance,1331,100
653,2,2024-10-13,480,2,Operator Break,1291,101
654,2,2024-10-14,480,9,Changeover,1317,83
655,2,2024-10-15,480,3,Planned Maintenance,1276,62
656,2,2024-10-16,480,0,Unspecified,1189,92
657,2,2024-10-17,480,6,Planned Maintenance,1310,61
658,2,2024-10-18,480,54,Changeover,1114,60
659,2,2024-10-19,480,39,Operator Break,1302,52
660,2,2024-10-20,480,31,Planned Maintenance,1226,70
661,2,2024-10-21,480,2,Mechanical Failure,1200,86
662,2,2024-10-22,480,13,Operator Break,1269,91
663,2,2024-10-23,480,27,Material Shortage,1158,75
664,2,2024-10-24,480,2,Changeover,1386,93
665,2,2024-10-25,480,59,Changeover,1054,34
666,2,2024-10-26,480,6,Mechanical Failure,1240,54
667,2,2024-10-27,480,45,Planned Maintenance,1135,51
668,2,2024-10-28,480,27,Planned Maintenance,1234,92
669,2,2024-10-29,480,1,Changeover,1316,41
670,2,2024-10-30,480,1,Material Shortage,1432,53
671,2,2024-10-31,480,14,Changeover,1259,62
672,2,2024-11-01,480,43,Material Shortage,1082,73
673,2,2024-11-02,480,63,Planned Maintenance,1163,97
674,2,2024-11-03,480,1,Material Shortage,1297,57
675,2,2024-11-04,480,25,Planned Maintenance,1380,61
676,2,2024-11-05,480,20,Changeover,1186,73
677,2,2024-11-06,480,11,Changeover,1420,92
678,2,2024-11-07,480,8,Planned Maintenance,1194,45
679,2,2024-11-08,480,4,Material Shortage,1242,98
680,2,2024-11-09,480,15,Material Shortage,1287,46
681,2,2024-11-10,480,37,Unspecified,1277,42
682,2,2024-11-11,480,23,Mechanical Failure,1270,43
683,2,2024-11-12,480,11,Mechanical Failure,1287,50
684,2,2024-11-13,480,55,Unspecified,1257,85
685,2,2024-11-14,480,11,Planned Maintenance,1268,85
686,2,2024-11-15,480,15,Changeover,1163,68
687,2,2024-11-16,480,31,Material Shortage,1226,39
688,2,2024-11-17,480,29,Mechanical Failure,1164,51
689,2,2024-11-18,480,3,Unspecified,1267,93
690,2,2024-11-19,480,14,Mechanical Failure,1204,96
691,2,2024-11-20,480,40,Planned Maintenance,1306,56
692,2,2024-11-21,480,11,Changeover,1424,105
693,2,2024-11-22,480,0,Unspecified,1201,67
694,2,2024-11-23,480,45,Material Shortage,1208,70
695,2,2024-11-24,480,2,Operator Break,1360,105
696,2,2024-11-25,480,9,Material Shortage,1372,117
697,2,2024-11-26,480,4,Planned Maintenance,1317,60
698,2,2024-11-27,480,30,Mechanical Failure,1260,83
699,2,2024-11-28,480,30,Unspecified,1212,1212
700,2,2024-11-29,480,14,Material Shortage,1191,83
701,2,2024-11-30,480,30,Operator Break,1191,94
702,2,2024-12-01,480,45,Planned Maintenance,1142,99
703,2,2024-12-02,480,2,Unspecified,1234,49
704,2,2024-12-03,480,42,Planned Maintenance,1245,47
705,2,2024-12-04,480,11,Planned Maintenance,1323,45
706,2,2024-12-05,480,40,Operator Break,1289,75
707,2,2024-12-06,480,65,Operator Break,1123,97
708,2,2024-12-07,480,21,Material Shortage,1300,50
709,2,2024-12-08,480,40,Changeover,1193,46
710,2,2024-12-09,480,0,Unspecified,1339,80
711,2,2024-12-10,480,24,Planned Maintenance,1359,46
712,2,2024-12-11,480,25,Mechanical Failure,1171,92
713,2,2024-12-12,480,32,Mechanical Failure,1244,88
714,2,2024-12-13,480,7,Material Shortage,1295,100
715,2,2024-12-14,480,11,Material Shortage,1253,72
716,2,2024-12-15,480,33,Material Shortage,1188,46
717,2,2024-12-16,480,23,Operator Break,1345,47
718,2,2024-12-17,480,5,Changeover,1209,59
719,2,2024-12-18,480,11,Material Shortage,1359,91
720,2,2024-12-19,480,18,Changeover,1233,96
721,2,2024-12-20,480,12,Changeover,1419,94
722,2,2024-12-21,480,2,Mechanical Failure,1365,65
723,2,2024-12-22,480,22,Planned Maintenance,1147,45
724,2,2024-12-23,480,37,Material Shortage,1150,89
725,2,2024-12-24,480,6,Operator Break,1345,93
726,2,2024-12-25,480,13,Operator Break,1233,51
727,2,2024-12-26,480,0,Unspecified,1267,85
728,2,2024-12-27,480,53,Material Shortage,1268,1268
729,2,2024-12-28,480,29,Mechanical Failure,1285,57
730,2,2024-12-29,480,45,Mechanical Failure,1241,76
731,2,2024-12-30,480,2,Mechanical Failure,1302,73
732,2,2024-12-31,480,38,Unspecified,1229,63
733,3,2024-01-01,480,51,Material Shortage,681,681
734,3,2024-01-02,480,235,Unspecified,410,8
735,3,2024-01-03,480,32,Material Shortage,855,16
736,3,2024-01-04,480,153,Planned Maintenance,516,11
737,3,2024-01-05,480,122,Material Shortage,603,12
738,3,2024-01-06,480,31,Operator Break,851,8
739,3,2024-01-07,480,114,Changeover,648,6
740,3,2024-01-08,480,26,Unspecified,715,10
741,3,2024-01-09,480,33,Mechanical Failure,801,9
742,3,2024-01-10,480,33,Planned Maintenance,825,7
743,3,2024-01-11,480,219,Material Shortage,492,8
744,3,2024-01-12,480,84,Operator Break,753,8
745,3,2024-01-13,480,7,Material Shortage,785,15
746,3,2024-01-14,480,3,Mechanical Failure,852,19
747,3,2024-01-15,480,182,Changeover,526,4
748,3,2024-01-16,480,167,Unspecified,561,5
749,3,2024-01-17,480,9,Changeover,899,16
750,3,2024-01-18,480,166,Changeover,595,9
751,3,2024-01-19,480,68,Changeover,713,9
752,3,2024-01-20,480,53,Operator Break,793,13
753,3,2024-01-21,480,209,Mechanical Failure,470,8
754,3,2024-01-22,480,93,Mechanical Failure,693,12
755,3,2024-01-23,480,25,Changeover,801,7
756,3,2024-01-24,480,45,Changeover,762,13
757,3,2024-01-25,480,282,Mechanical Failure,355,6
758,3,2024-01-26,480,66,Unspecified,748,6
759,3,2024-01-27,480,27,Operator Break,772,11
760,3,2024-01-28,480,4,Planned Maintenance,773,9
761,3,2024-01-29,480,334,Mechanical Failure,247,3
762,3,2024-01-30,480,20,Operator Break,827,10
763,3,2024-01-31,480,21,Planned Maintenance,809,6
764,3,2024-02-01,480,0,Unspecified,793,6
765,3,2024-02-02,480,10,Operator Break,798,16
766,3,2024-02-03,480,79,Changeover,706,8
767,3,2024-02-04,480,252,Operator Break,392,3
768,3,2024-02-05,480,90,Material Shortage,629,8
769,3,2024-02-06,480,66,Unspecified,784,12
770,3,2024-02-07,480,114,Planned Maintenance,709,6
771,3,2024-02-08,480,30,Mechanical Failure,773,11
772,3,2024-02-09,480,49,Changeover,822,15
773,3,2024-02-10,480,88,Planned Maintenance,661,13
774,3,2024-02-11,480,291,Mechanical Failure,354,2
775,3,2024-02-12,480,95,Material Shortage,612,7
776,3,2024-02-13,480,5,Operator Break,853,15
777,3,2024-02-14,480,11,Planned Maintenance,804,11
778,3,2024-02-15,480,43,Changeover,706,10
779,3,2024-02-16,480,130,Changeover,559,5
780,3,2024-02-17,480,41,Material Shortage,843,15
781,3,2024-02-18,480,106,Unspecified,638,10
782,3,2024-02-19,480,0,Unspecified,867,19
783,3,2024-02-20,480,89,Operator Break,741,14
784,3,2024-02-21,480,12,Planned Maintenance,892,7
785,3,2024-02-22,480,71,Mechanical Failure,664,5
786,3,2024-02-23,480,51,Planned Maintenance,721,11
787,3,2024-02-24,480,81,Operator Break,633,6
788,3,2024-02-25,480,76,Mechanical Failure,686,13
789,3,2024-02-26,480,99,Mechanical Failure,718,13
790,3,2024-02-27,480,52,Planned Maintenance,779,9
791,3,2024-02-28,480,34,Mechanical Failure,831,12
792,3,2024-02-29,480,150,Mechanical Failure,619,13
793,3,2024-03-01,480,233,Material Shortage,427,5
794,3,2024-03-02,480,82,Mechanical Failure,680,11
795,3,2024-03-03,480,115,Material Shortage,666,9
796,3,2024-03-04,480,17,Changeover,801,7
797,3,2024-03-05,480,207,Changeover,464,4
798,3,2024-03-06,480,2,Planned Maintenance,865,15
799,3,2024-03-07,480,39,Changeover,705,9
800,3,2024-03-08,480,35,Mechanical Failure,811,13
801,3,2024-03-09,480,42,Unspecified,724,16
802,3,2024-03-10,480,56,Material Shortage,774,7
803,3,2024-03-11,480,62,Operator Break,661,10
804,3,2024-03-12,480,312,Operator Break,288,2
805,3,2024-03-13,480,2,Mechanical Failure,820,8
806,3,2024-03-14,480,2,Material Shortage,885,13
807,3,2024-03-15,480,32,Operator Break,853,8
808,3,2024-03-16,480,293,Changeover,315,6
809,3,2024-03-17,480,86,Changeover,740,17
810,3,2024-03-18,480,32,Operator Break,863,11
811,3,2024-03-19,480,45,Material Shortage,738,11
812,3,2024-03-20,480,15,Planned Maintenance,826,13
813,3,2024-03-21,480,135,Operator Break,648,9
814,3,2024-03-22,480,33,Mechanical Failure,745,8
815,3,2024-03-23,480,5,Mechanical Failure,807,9
816,3,2024-03-24,480,319,Changeover,286,3
817,3,2024-03-25,480,81,Operator Break,647,9
818,3,2024-03-26,480,92,Operator Break,680,9
819,3,2024-03-27,480,479,Planned Maintenance,1,0
820,3,2024-03-28,480,79,Planned Maintenance,722,7
821,3,2024-03-29,480,47,Operator Break,687,10
822,3,2024-03-30,480,73,Changeover,674,15
823,3,2024-03-31,480,226,Mechanical Failure,467,7
824,3,2024-04-01,480,191,Unspecified,468,9
825,3,2024-04-02,480,12,Mechanical Failure,873,10
826,3,2024-04-03,480,197,Changeover,543,5
827,3,2024-04-04,480,58,Material Shortage,816,816
828,3,2024-04-05,480,187,Operator Break,524,7
829,3,2024-04-06,480,31,Mechanical Failure,739,14
830,3,2024-04-07,480,45,Changeover,766,11
831,3,2024-04-08,480,81,Material Shortage,755,17
832,3,2024-04-09,480,49,Material Shortage,809,15
833,3,2024-04-10,480,80,Changeover,770,8
834,3,2024-04-11,480,10,Unspecified,887,12
835,3,2024-04-12,480,176,Unspecified,578,5
836,3,2024-04-13,480,202,Unspecified,483,7
837,3,2024-04-14,480,92,Material Shortage,743,5
838,3,2024-04-15,480,60,Mechanical Failure,767,14
839,3,2024-04-16,480,110,Material Shortage,600,7
840,3,2024-04-17,480,41,Mechanical Failure,820,9
841,3,2024-04-18,480,22,Planned Maintenance,882,6
842,3,2024-04-19,480,480,Operator Break,0,0
843,3,2024-04-20,480,32,Planned Maintenance,706,13
844,3,2024-04-21,480,169,Changeover,574,5
845,3,2024-04-22,480,131,Changeover,648,11
846,3,2024-04-23,480,136,Mechanical Failure,648,11
847,3,2024-04-24,480,8,Changeover,827,7
848,3,2024-04-25,480,49,Planned Maintenance,742,6
849,3,2024-04-26,480,40,Material Shortage,709,14
850,3,2024-04-27,480,277,Changeover,324,7
851,3,2024-04-28,480,69,Operator Break,691,6
852,3,2024-04-29,480,65,Mechanical Failure,774,14
853,3,2024-04-30,480,4,Changeover,761,10
854,3,2024-05-01,480,32,Planned Maintenance,743,9
855,3,2024-05-02,480,153,Changeover,626,8
856,3,2024-05-03,480,222,Material Shortage,436,6
857,3,2024-05-04,480,24,Material Shortage,825,18
858,3,2024-05-05,480,87,Operator Break,670,11
859,3,2024-05-06,480,12,Material Shortage,889,13
860,3,2024-05-07,480,56,Changeover,758,13
861,3,2024-05-08,480,7,Material Shortage,863,9
862,3,2024-05-09,480,117,Material Shortage,681,13
863,3,2024-05-10,480,75,Changeover,714,7
864,3,2024-05-11,480,140,Material Shortage,568,8
865,3,2024-05-12,480,31,Material Shortage,728,12
866,3,2024-05-13,480,5,Changeover,878,11
867,3,2024-05-14,480,0,Unspecified,845,7
868,3,2024-05-15,480,30,Operator Break,825,7
869,3,2024-05-16,480,172,Material Shortage,484,5
870,3,2024-05-17,480,127,Operator Break,596,5
871,3,2024-05-18,480,42,Material Shortage,732,15
872,3,2024-05-19,480,35,Material Shortage,829,17
873,3,2024-05-20,480,53,Material Shortage,815,11
874,3,2024-05-21,480,313,Operator Break,268,4
875,3,2024-05-22,480,64,Operator Break,713,12
876,3,2024-05-23,480,114,Mechanical Failure,576,5
877,3,2024-05-24,480,117,Material Shortage,660,15
878,3,2024-05-25,480,134,Mechanical Failure,665,12
879,3,2024-05-26,480,33,Planned Maintenance,720,14
880,3,2024-05-27,480,97,Changeover,609,8
881,3,2024-05-28,480,295,Unspecified,325,4
882,3,2024-05-29,480,57,Mechanical Failure,697,9
883,3,2024-05-30,480,43,Changeover,695,13
884,3,2024-05-31,480,50,Planned Maintenance,806,16
885,3,2024-06-01,480,22,Mechanical Failure,831,12
886,3,2024-06-02,480,199,Operator Break,464,8
887,3,2024-06-03,480,88,Mechanical Failure,659,6
888,3,2024-06-04,480,99,Changeover,703,8
889,3,2024-06-05,480,97,Changeover,658,12
890,3,2024-06-06,480,20,Operator Break,874,10
891,3,2024-06-07,480,43,Mechanical Failure,696,6
892,3,2024-06-08,480,68,Mechanical Failure,688,14
893,3,2024-06-09,480,1,Changeover,820,10
894,3,2024-06-10,480,1,Changeover,775,11
895,3,2024-06-11,480,63,Changeover,718,11
896,3,2024-06-12,480,85,Unspecified,622,9
897,3,2024-06-13,480,311,Unspecified,298,5
898,3,2024-06-14,480,35,Changeover,827,16
899,3,2024-06-15,480,69,Changeover,794,7
900,3,2024-06-16,480,1,Material Shortage,889,18
901,3,2024-06-17,480,12,Changeover,781,6
902,3,2024-06-18,480,32,Changeover,832,13
903,3,2024-06-19,480,40,Operator Break,752,5
904,3,2024-06-20,480,33,Unspecified,809,18
905,3,2024-06-21,480,176,Planned Maintenance,480,10
906,3,2024-06-22,480,143,Changeover,627,9
907,3,2024-06-23,480,47,Changeover,729,6
908,3,2024-06-24,480,24,Material Shortage,758,11
909,3,2024-06-25,480,129,Material Shortage,613,5
910,3,2024-06-26,480,297,Changeover,351,7
911,3,2024-06-27,480,446,Planned Maintenance,60,1
912,3,2024-06-28,480,7,Unspecified,807,9
913,3,2024-06-29,480,20,Material Shortage,747,13
914,3,2024-06-30,480,143,Changeover,602,6
915,3,2024-07-01,480,156,Planned Maintenance,585,8
916,3,2024-07-02,480,105,Planned Maintenance,625,8
917,3,2024-07-03,480,234,Changeover,413,6
918,3,2024-07-04,480,207,Mechanical Failure,500,4
919,3,2024-07-05,480,14,Operator Break,734,12
920,3,2024-07-06,480,55,Material Shortage,689,15
921,3,2024-07-07,480,70,Mechanical Failure,681,10
922,3,2024-07-08,480,107,Unspecified,597,7
923,3,2024-07-09,480,154,Operator Break,568,9
924,3,2024-07-10,480,53,Material Shortage,678,7
925,3,2024-07-11,480,55,Planned Maintenance,701,5
926,3,2024-07-12,480,174,Planned Maintenance,592,11
927,3,2024-07-13,480,180,Unspecified,498,11
928,3,2024-07-14,480,20,Planned Maintenance,885,20
929,3,2024-07-15,480,117,Planned Maintenance,702,11
930,3,2024-07-16,480,28,Operator Break,783,13
931,3,2024-07-17,480,7,Unspecified,852,19
932,3,2024-07-18,480,19,Changeover,860,18
933,3,2024-07-19,480,270,Planned Maintenance,404,6
934,3,2024-07-20,480,356,Changeover,229,2
935,3,2024-07-21,480,60,Operator Break,772,8
936,3,2024-07-22,480,96,Operator Break,698,7
937,3,2024-07-23,480,78,Material Shortage,746,11
938,3,2024-07-24,480,1,Material Shortage,754,10
939,3,2024-07-25,480,245,Material Shortage,389,6
940,3,2024-07-26,480,23,Unspecified,773,16
941,3,2024-07-27,480,122,Material Shortage,575,8
942,3,2024-07-28,480,2,Mechanical Failure,836,15
943,3,2024-07-29,480,11,Planned Maintenance,787,10
944,3,2024-07-30,480,237,Planned Maintenance,471,3
945,3,2024-07-31,480,134,Material Shortage,591,8
946,3,2024-08-01,480,132,Operator Break,665,14
947,3,2024-08-02,480,80,Operator Break,681,13
948,3,2024-08-03,480,27,Operator Break,806,10
949,3,2024-08-04,480,100,Operator Break,631,6
950,3,2024-08-05,480,235,Mechanical Failure,394,6
951,3,2024-08-06,480,23,Changeover,725,6
952,3,2024-08-07,480,18,Operator Break,874,10
953,3,2024-08-08,480,282,Mechanical Failure,353,5
954,3,2024-08-09,480,81,Planned Maintenance,703,13
955,3,2024-08-10,480,31,Operator Break,764,16
956,3,2024-08-11,480,275,Operator Break,390,5
957,3,2024-08-12,480,142,Material Shortage,591,9
958,3,2024-08-13,480,21,Mechanical Failure,822,8
959,3,2024-08-14,480,37,Changeover,836,9
960,3,2024-08-15,480,6,Planned Maintenance,757,16
961,3,2024-08-16,480,66,Planned Maintenance,713,14
962,3,2024-08-17,480,170,Unspecified,525,9
963,3,2024-08-18,480,138,Mechanical Failure,620,6
964,3,2024-08-19,480,196,Changeover,503,6
965,3,2024-08-20,480,52,Changeover,678,6
966,3,2024-08-21,480,136,Operator Break,540,7
967,3,2024-08-22,480,69,Mechanical Failure,654,14
968,3,2024-08-23,480,24,Changeover,768,9
969,3,2024-08-24,480,24,Material Shortage,717,13
970,3,2024-08-25,480,320,Mechanical Failure,264,4
971,3,2024-08-26,480,127,Mechanical Failure,665,9
972,3,2024-08-27,480,33,Operator Break,756,14
973,3,2024-08-28,480,159,Mechanical Failure,526,7
974,3,2024-08-29,480,218,Mechanical Failure,490,11
975,3,2024-08-30,480,132,Changeover,597,10
976,3,2024-08-31,480,101,Operator Break,606,9
977,3,2024-09-01,480,116,Unspecified,594,11
978,3,2024-09-02,480,82,Operator Break,766,6
979,3,2024-09-03,480,29,Operator Break,809,10
980,3,2024-09-04,480,117,Mechanical Failure,672,6
981,3,2024-09-05,480,67,Mechanical Failure,727,9
982,3,2024-09-06,480,254,Mechanical Failure,424,7
983,3,2024-09-07,480,117,Material Shortage,632,13
984,3,2024-09-08,480,111,Operator Break,679,679
985,3,2024-09-09,480,30,Material Shortage,842,9
986,3,2024-09-10,480,39,Operator Break,748,17
987,3,2024-09-11,480,182,Planned Maintenance,545,10
988,3,2024-09-12,480,77,Operator Break,774,11
989,3,2024-09-13,480,45,Material Shortage,710,14
990,3,2024-09-14,480,124,Material Shortage,610,4
991,3,2024-09-15,480,171,Changeover,487,9
992,3,2024-09-16,480,330,Changeover,260,2
993,3,2024-09-17,480,114,Mechanical Failure,686,11
994,3,2024-09-18,480,321,Operator Break,253,3
995,3,2024-09-19,480,119,Planned Maintenance,682,7
996,3,2024-09-20,480,151,Unspecified,584,8
997,3,2024-09-21,480,13,Unspecified,883,9
998,3,2024-09-22,480,34,Operator Break,749,15
999,3,2024-09-23,480,105,Planned Maintenance,700,8
1000,3,2024-09-24,480,92,Changeover,692,14
1001,3,2024-09-25,480,222,Unspecified,406,7
1002,3,2024-09-26,480,5,Operator Break,843,10
1003,3,2024-09-27,480,34,Changeover,759,13
1004,3,2024-09-28,480,38,Changeover,814,11
1005,3,2024-09-29,480,6,Planned Maintenance,882,10
1006,3,2024-09-30,480,53,Mechanical Failure,779,10
1007,3,2024-10-01,480,5,Material Shortage,812,18
1008,3,2024-10-02,480,96,Mechanical Failure,699,12
1009,3,2024-10-03,480,20,Operator Break,794,15
1010,3,2024-10-04,480,10,Material Shortage,787,9
1011,3,2024-10-05,480,53,Mechanical Failure,826,7
1012,3,2024-10-06,480,68,Mechanical Failure,675,15
1013,3,2024-10-07,480,11,Changeover,807,15
1014,3,2024-10-08,480,114,Planned Maintenance,632,8
1015,3,2024-10-09,480,47,Material Shortage,723,7
1016,3,2024-10-10,480,62,Material Shortage,698,8
1017,3,2024-10-11,480,100,Material Shortage,733,12
1018,3,2024-10-12,480,7,Planned Maintenance,757,17
1019,3,2024-10-13,480,33,Mechanical Failure,718,12
1020,3,2024-10-14,480,91,Planned Maintenance,705,8
1021,3,2024-10-15,480,1,Planned Maintenance,924,10
1022,3,2024-10-16,480,106,Material Shortage,685,11
1023,3,2024-10-17,480,35,Material Shortage,744,12
1024,3,2024-10-18,480,189,Changeover,559,5
1025,3,2024-10-19,480,15,Operator Break,893,17
1026,3,2024-10-20,480,201,Changeover,459,7
1027,3,2024-10-21,480,113,Operator Break,669,9
1028,3,2024-10-22,480,1,Changeover,856,10
1029,3,2024-10-23,480,56,Planned Maintenance,816,11
1030,3,2024-10-24,480,172,Operator Break,505,9
1031,3,2024-10-25,480,355,Operator Break,201,201
1032,3,2024-10-26,480,53,Mechanical Failure,686,13
1033,3,2024-10-27,480,231,Mechanical Failure,431,5
1034,3,2024-10-28,480,53,Operator Break,785,6
1035,3,2024-10-29,480,83,Planned Maintenance,714,12
1036,3,2024-10-30,480,26,Unspecified,833,7
1037,3,2024-10-31,480,20,Mechanical Failure,872,16
1038,3,2024-11-01,480,1,Planned Maintenance,797,8
1039,3,2024-11-02,480,29,Changeover,750,6
1040,3,2024-11-03,480,57,Material Shortage,779,13
1041,3,2024-11-04,480,105,Planned Maintenance,600,13
1042,3,2024-11-05,480,171,Operator Break,577,11
1043,3,2024-11-06,480,253,Planned Maintenance,402,4
1044,3,2024-11-07,480,90,Planned Maintenance,720,13
1045,3,2024-11-08,480,69,Planned Maintenance,656,8
1046,3,2024-11-09,480,238,Mechanical Failure,432,6
1047,3,2024-11-10,480,29,Changeover,770,16
1048,3,2024-11-11,480,103,Changeover,702,10
1049,3,2024-11-12,480,93,Mechanical Failure,644,12
1050,3,2024-11-13,480,52,Mechanical Failure,743,13
1051,3,2024-11-14,480,259,Changeover,352,7
1052,3,2024-11-15,480,32,Mechanical Failure,778,6
1053,3,2024-11-16,480,33,Changeover,786,6
